capcode,discipline,region,location,description,remark
000400291,Brandweer,Groningen,Groningen-Sontweg,HA-785,
000400292,Brandweer,Groningen,Groningen-Sontweg,HA-788,
000400299,Brandweer,Groningen,Groningen-Sontweg,"ROGS, DA-CA-795",
000400300,Brandweer,Groningen,Groningen-Sontweg,DA-ME-796,
000400303,Brandweer,Groningen,Groningen-Sontweg,Ademlucht Contianer,
000400308,Brandweer,Groningen,,OvD West (VC3 / DA-OD 3493),
000400309,Brandweer,Groningen,,OvD Noord (VC3 / DA-OD 3793),
000400310,Brandweer,Groningen,,OvD Midden (VC3 / DA-OD 3593),
000400311,Brandweer,Groningen,,OvD Oost (DA-OD 3693),
000400360,Brandweer,Groningen,Groningen-Sontweg,Commando,
000400361,Brandweer,Groningen,Groningen-Sontweg,Bevelvoerders Van Dienst,
000400362,Brandweer,Groningen,Groningen-Sontweg,Duikalarm,
000400363,Brandweer,Groningen,Groningen-Sontweg,Brandalarm,
000400364,Brandweer,Groningen,Groningen-Sontweg,Liftalarm,
000400365,Brandweer,Groningen,Groningen-Sontweg,Ladderalarm,
000400369,Brandweer,Groningen,Groningen-Sontweg,Bemanning HW,
000400371,Brandweer,Groningen,Groningen-Sontweg,Bevelvoerders Blusploeg 1,
000400372,Brandweer,Groningen,Groningen-Sontweg,Bevelvoerders Blusploeg 2,
000400373,Brandweer,Groningen,Groningen-Sontweg,Bevelvoerders Blusploeg 3,
000400374,Brandweer,Groningen,Groningen-Sontweg,Bevelvoerders Blusploeg 4,
000400375,Brandweer,Groningen,Groningen-Sontweg,Bevelvoerders Blusploeg 5,
000400376,Brandweer,Groningen,Groningen-Sontweg,Chauffeurs Blusploeg 1,
000400377,Brandweer,Groningen,Groningen-Sontweg,Chauffeurs Blusploeg 2,
000400378,Brandweer,Groningen,Groningen-Sontweg,Chauffeurs Blusploeg 3,
000400379,Brandweer,Groningen,Groningen-Sontweg,Chauffeurs Blusploeg 4,
000400380,Brandweer,Groningen,Groningen-Sontweg,Chauffeurs Blusploeg 5,
000400381,Brandweer,Groningen,Groningen-Sontweg,Blusploeg 1,
000400382,Brandweer,Groningen,Groningen-Sontweg,Blusploeg 2,
000400383,Brandweer,Groningen,Groningen-Sontweg,Blusploeg 3,
000400384,Brandweer,Groningen,Groningen-Sontweg,Blusploeg 4,
000400385,Brandweer,Groningen,Groningen-Sontweg,Blusploeg 5,
000400386,Brandweer,Groningen,Groningen-Sontweg,Weekend Ploeg,
000400387,Brandweer,Groningen,Groningen-Sontweg,Dagdienst ploeg,
000400388,Brandweer,Groningen,Groningen-Sontweg,Kazernealarm,
000400389,Brandweer,Groningen,Groningen-Sontweg,Techniek,
000400390,Brandweer,Groningen,Groningen-Vinkhuizen,Commando,
000400391,Brandweer,Groningen,Groningen-Vinkhuizen,Bevelvoerders Van Dienst,
000400392,Brandweer,Groningen,Groningen-Vinkhuizen,Brandalarm / Ploeg,
000400393,Brandweer,Groningen,Groningen-Vinkhuizen,Beroeps,
000400394,Brandweer,Groningen,Groningen-Vinkhuizen,Bezetting AL,
000400395,Brandweer,Groningen,Groningen-Vinkhuizen,Bezetting TS,
000400401,Brandweer,Groningen,Groningen-Vinkhuizen,Bevelvoerders Van Dienst,
000400418,Brandweer,Groningen,Groningen-Vinkhuizen,Korpsalarm,
000400419,Brandweer,Groningen,Groningen-Vinkhuizen,Kazernealarm,
000400420,Brandweer,Groningen,Groningen-Vinkhuizen,Techniek,
000400429,Brandweer,Groningen,Groningen-Vinkhuizen,DPH-587,
000400450,Brandweer,Groningen,Haren,Korps Alarm,
000400451,Brandweer,Groningen,Haren,Commandant,
000400453,Brandweer,Groningen,Haren,Burgemeester Haren,
000400460,Brandweer,Groningen,Haren,Post Commandant,
000400461,Brandweer,Groningen,Haren,TS-535,
000400470,Brandweer,Groningen,Haren,Meetploeg & WVD,
000400471,Brandweer,Groningen,Haren,Bevelvoerders Blusploeg 1,
000400472,Brandweer,Groningen,Haren,Bevelvoerders Blusploeg 2,
000400473,Brandweer,Groningen,Haren,Bevelvoerders Blusploeg 3,
000400474,Brandweer,Groningen,Haren,Bevelvoerders Blusploeg 4,
000400475,Brandweer,Groningen,Haren,Chauffeurs Blusploeg 1,
000400476,Brandweer,Groningen,Haren,Chauffeurs Blusploeg 2,
000400477,Brandweer,Groningen,Haren,Chauffeurs Blusploeg 3,
000400478,Brandweer,Groningen,Haren,Chauffeurs Blusploeg 4,
000400481,Brandweer,Groningen,Haren,Blusploeg 1,
000400482,Brandweer,Groningen,Haren,Blusploeg 2,
000400483,Brandweer,Groningen,Haren,Blusploeg 3,
000400484,Brandweer,Groningen,Haren,Blusploeg 4,
000400486,Brandweer,Groningen,Haren,Weekend Ploeg,
000400487,Brandweer,Groningen,Haren,Dagdienst Ploeg,
000400488,Brandweer,Groningen,Haren,Kazerne Alarm,
000400489,Brandweer,Groningen,Haren,Techniek,
000400490,Brandweer,Groningen,Hoogezand,Korps Alarm,
000400491,Brandweer,Groningen,Hoogezand,Commandant,
000400493,Brandweer,Groningen,Hoogezand,Burgemeester Hoogezand,
000400500,Brandweer,Groningen,Hoogezand,Commando,
000400501,Brandweer,Groningen,Hoogezand,TS-536 / TS-546+Boot,
000400502,Brandweer,Groningen,Hoogezand,TS-546,
000400503,Brandweer,Groningen,Hoogezand,HV 2-576,
000400504,Brandweer,Groningen,Hoogezand,HW-556,
000400505,Brandweer,Groningen,Hoogezand,SB-566,
000400506,Brandweer,Groningen,Hoogezand,PM Boot / SW,
000400507,Brandweer,Groningen,Hoogezand,Speciale Functieploeg 1,
000400508,Brandweer,Groningen,Hoogezand,Speciale Functieploeg 2,
000400509,Brandweer,Groningen,Hoogezand,HA,
000400510,Brandweer,Groningen,Hoogezand,Meetploeg,
000400511,Brandweer,Groningen,Hoogezand,Bevelvoerders Blusploeg 1,
000400512,Brandweer,Groningen,Hoogezand,Post Commandant,
000400513,Brandweer,Groningen,Hoogezand,Bevelvoerders Blusploeg 3,
000400514,Brandweer,Groningen,Hoogezand,Bevelvoerders Blusploeg 4,
000400515,Brandweer,Groningen,Hoogezand,Bevelvoerders Blusploeg 5,
000400516,Brandweer,Groningen,Hoogezand,Chauffeurs Blusploeg 1,
000400517,Brandweer,Groningen,Hoogezand,Chauffeurs Blusploeg 2,
000400518,Brandweer,Groningen,Hoogezand,Chauffeurs Blusploeg 3,
000400519,Brandweer,Groningen,Hoogezand,Chauffeurs Blusploeg 4,
000400520,Brandweer,Groningen,Hoogezand,Chauffeurs Blusploeg 5,
000400521,Brandweer,Groningen,Hoogezand,Blusploeg 1,
000400522,Brandweer,Groningen,Hoogezand,Blusploeg 2,
000400523,Brandweer,Groningen,Hoogezand,Blusploeg 3,
000400524,Brandweer,Groningen,Hoogezand,Blusploeg 4,
000400525,Brandweer,Groningen,Hoogezand,Blusploeg 5,
000400526,Brandweer,Groningen,Hoogezand,Weekend Ploeg,
000400527,Brandweer,Groningen,Hoogezand,Dagdienst Ploeg,
000400528,Brandweer,Groningen,Hoogezand,Kazerne Alarm,
000400529,Brandweer,Groningen,Hoogezand,Techniek,
000400530,Brandweer,Groningen,Slochteren,Korps Alarm,
000400531,Brandweer,Groningen,Slochteren,Commandant,
000400533,Brandweer,Groningen,Slochteren,Burgemeester Slochteren,
000400540,Brandweer,Groningen,Harkstede,Commando,
000400541,Brandweer,Groningen,Harkstede,TS-529,
000400561,Brandweer,Groningen,Harkstede,Vrijwilligers,
000400568,Brandweer,Groningen,Harkstede,Kazerne Alarm,
000400569,Brandweer,Groningen,Harkstede,Techniek,
000400570,Brandweer,Groningen,Siddeburen,Commando,
000400571,Brandweer,Groningen,Siddeburen,TS-549,
000400591,Brandweer,Groningen,Siddeburen,Vrijwilligers,
000400598,Brandweer,Groningen,Siddeburen,Kazerne Alarm,
000400599,Brandweer,Groningen,Siddeburen,Techniek,
000400600,Brandweer,Groningen,Slochteren,Post Commandant,
000400601,Brandweer,Groningen,Slochteren,TS-539,
000400621,Brandweer,Groningen,Slochteren,Vrijwilligers,
000400627,Brandweer,Groningen,Slochteren,Commando,
000400628,Brandweer,Groningen,Slochteren,Kazerne Alarm,
000400629,Brandweer,Groningen,Slochteren,Techniek,
000400630,Brandweer,Groningen,Ten Boer,Korps Alarm,
000400631,Brandweer,Groningen,Ten Boer,Commandant,
000400632,Brandweer,Groningen,Ten Boer,Commando,
000400633,Brandweer,Groningen,Ten Boer,Burgemeester,
000400640,Brandweer,Groningen,Ten Boer,Bevelvoerders Van Dienst,
000400641,Brandweer,Groningen,Ten Boer,TS-520,
000400650,Brandweer,Groningen,Ten Boer,Meetploeg & WVD,
000400661,Brandweer,Groningen,Ten Boer,Blusploeg 1,
000400662,Brandweer,Groningen,Ten Boer,Blusploeg 2,
000400668,Brandweer,Groningen,Ten Boer,Kazerne Alarm,
000400669,Brandweer,Groningen,Ten Boer,Techniek,
000400670,Brandweer,Groningen,Appingedam,Korpsalarm,
000400671,Brandweer,Groningen,Appingedam,Commandant,
000400680,Brandweer,Groningen,Appingedam,Bevelvoerders van dienst,
000400681,Brandweer,Groningen,Appingedam,TS-637,
000400701,Brandweer,Groningen,Appingedam,Blusploeg / Peleton Noord,
000400708,Brandweer,Groningen,Appingedam,Kazernealarm,
000400709,Brandweer,Groningen,Appingedam,Techniek / peleton noord,
000400710,Brandweer,Groningen,Delfzijl,Commando,
000400711,Brandweer,Groningen,Delfzijl,Commandant,
000400713,Brandweer,Groningen,Delfzijl,Burgemeester Delfzijl,
000400720,Brandweer,Groningen,Bierum,Commando,
000400721,Brandweer,Groningen,Bierum,TS-643,
000400730,Brandweer,Groningen,Bierum,Meetploeg,
000400731,Brandweer,Groningen,Bierum,Bevelvoerders Van Dienst,
000400741,Brandweer,Groningen,Bierum,Blusploeg,
000400748,Brandweer,Groningen,Bierum,Kazerne Alarm,
000400750,Brandweer,Groningen,Delfzijl,Commando,
000400758,Brandweer,Groningen,Delfzijl,WO-691,
000400759,Brandweer,Groningen,Delfzijl,OGS Team,
000400760,Brandweer,Groningen,Delfzijl,OGS Alarm,
000400761,Brandweer,Groningen,Delfzijl,Bevelvoerders Blusploeg 1,
000400762,Brandweer,Groningen,Delfzijl,Bevelvoerders Blusploeg 2,
000400763,Brandweer,Groningen,Delfzijl,Bevelvoerders Blusploeg 3,
000400764,Brandweer,Groningen,Delfzijl,Bevelvoerders Blusploeg 4,
000400765,Brandweer,Groningen,Delfzijl,Bevelvoerders Blusploeg 5,
000400766,Brandweer,Groningen,Delfzijl,Chauffeurs Blusploeg 1,
000400767,Brandweer,Groningen,Delfzijl,Chauffeurs Blusploeg 2,
000400768,Brandweer,Groningen,Delfzijl,Chauffeurs Blusploeg 3,
000400769,Brandweer,Groningen,Delfzijl,Chauffeurs Blusploeg 4,
000400770,Brandweer,Groningen,Delfzijl,Chauffeurs Blusploeg 5,
000400771,Brandweer,Groningen,Delfzijl,Blusploeg 1 / HV-670 / TS-631 / TS-641 / TS-650,
000400772,Brandweer,Groningen,Delfzijl,Blusploeg 2 / TS-631 / TS-641 / TS-650 / Peleton N,
000400773,Brandweer,Groningen,Delfzijl,Blusploeg 3 / TS-650,
000400774,Brandweer,Groningen,Delfzijl,Blusploeg 4 / TS-631,
000400775,Brandweer,Groningen,Delfzijl,Blusploeg 5,
000400776,Brandweer,Groningen,Delfzijl,Weekend Ploeg / TS-631 / TS-641 / TS-650,
000400777,Brandweer,Groningen,Delfzijl,Dagdienst Ploeg,
000400779,Brandweer,Groningen,Delfzijl,Kazerne Alarm,
000400780,Brandweer,Groningen,Delfzijl,Techniek,
000400781,Brandweer,Groningen,Wagenborgen,TS-638,
000400790,Brandweer,Groningen,Wagenborgen,Meetploeg & WVD,
000400791,Brandweer,Groningen,Wagenborgen,Bevelvoerders Van Dienst,
000400796,Brandweer,Groningen,Wagenborgen,Chauffeurs,
000400808,Brandweer,Groningen,Wagenborgen,Kazerne Alarm,
000400809,Brandweer,Groningen,Wagenborgen,Techniek,
000400811,Brandweer,Groningen,Wagenborgen,TS-610,
000400821,Brandweer,Groningen,Woldendorp,Bevelvoerders Van Dienst,
000400826,Brandweer,Groningen,Woldendorp,Chauffeurs,
000400831,Brandweer,Groningen,Woldendorp,TS-641/ TS-648 / Peleton Noord,
000400840,Brandweer,Groningen,Eemsmond,Korps Alarm,
000400841,Brandweer,Groningen,Eemsmond,Commandant,
000400843,Brandweer,Groningen,Eemsmond,Burgemeester Eemsmond,
000400850,Brandweer,Groningen,Uithuizermeeden,Commando,
000400851,Brandweer,Groningen,Uithuizermeeden,TS-632,
000400860,Brandweer,Groningen,Uithuizermeeden,Meetploeg & WVD,
000400871,Brandweer,Groningen,Uithuizermeeden,Blusploeg,
000400878,Brandweer,Groningen,Uithuizermeeden,Kazerne Alarm,
000400879,Brandweer,Groningen,Uithuizermeeden,Techniek,
000400880,Brandweer,Groningen,Usquert,Commando,
000400881,Brandweer,Groningen,Usquert,TS-634,
000400901,Brandweer,Groningen,Usquert,Blusploeg / TS-634 / Peleton Noord,
000400908,Brandweer,Groningen,Usquert,Kazerne Alarm,
000400909,Brandweer,Groningen,Usquert,Techniek,
000400910,Brandweer,Groningen,Loppersum,Korps Alarm,
000400911,Brandweer,Groningen,Loppersum,Commandant,
000400913,Brandweer,Groningen,Loppersum,Burgemeester Loppersum,
000400920,Brandweer,Groningen,Loppersum,Commando,
000400921,Brandweer,Groningen,Loppersum,TS-646,
000400930,Brandweer,Groningen,Loppersum,Meetploeg & WVD,
000400941,Brandweer,Groningen,Loppersum,Blusploeg 1,
000400942,Brandweer,Groningen,Loppersum,Blusploeg 2,
000400948,Brandweer,Groningen,Loppersum,Kazerne Alarm,
000400949,Brandweer,Groningen,Loppersum,Techniek,
000400950,Brandweer,Groningen,Middelstum,Commando,
000400951,Brandweer,Groningen,Middelstum,TS-625,
000400971,Brandweer,Groningen,Middelstum,Blusploeg 1,
000400972,Brandweer,Groningen,Middelstum,Blusploeg 2,
000400978,Brandweer,Groningen,Middelstum,Kazerne alarm,
000400979,Brandweer,Groningen,Middelstum,Techniek,
000400980,Brandweer,Groningen,'T Zand,Commando,
000400981,Brandweer,Groningen,'T Zand,TS-633,
000401001,Brandweer,Groningen,'T Zand,Blusploeg 1 / peleton noord,
000401002,Brandweer,Groningen,'T Zand,Blusploeg 2,
000401008,Brandweer,Groningen,'T Zand,Kazernealarm,
000401009,Brandweer,Groningen,'T Zand,Techniek,
000401011,Brandweer,Groningen,Bellingwedde,Commando,
000401013,Brandweer,Groningen,Bellingwedde,Burgemeester,
000401020,Brandweer,Groningen,Bellingwedde,Commandant,
000401021,Brandweer,Groningen,Bellingwedde,TS-842,
000401030,Brandweer,Groningen,Bellingwedde,Meetploeg & WVD,
000401041,Brandweer,Groningen,Bellingwedde,TS-830,
000401042,Brandweer,Groningen,Bellingwedde,Blusploeg,
000401050,Brandweer,Groningen,Zuidbroek,Korps Alarm,
000401051,Brandweer,Groningen,Zuidbroek,Commandant,
000401053,Brandweer,Groningen,Zuidbroek,Burgemeester Zuidbroek,
000401060,Brandweer,Groningen,Zuidbroek,Commando,
000401061,Brandweer,Groningen,Zuidbroek,TS-545,
000401063,Brandweer,Groningen,Zuidbroek,HV 2-585,
000401071,Brandweer,Groningen,Zuidbroek,Bevelvoerders Blusploeg 1,
000401072,Brandweer,Groningen,Zuidbroek,Bevelvoerders Blusploeg 2,
000401081,Brandweer,Groningen,Zuidbroek,Blusploeg A,
000401082,Brandweer,Groningen,Zuidbroek,Blusploeg B,
000401088,Brandweer,Groningen,Zuidbroek,Kazerne Alarm,
000401089,Brandweer,Groningen,Zuidbroek,Techniek,
000401090,Brandweer,Groningen,Nieuwe Pekela,Korps Alarm,
000401091,Brandweer,Groningen,Nieuwe Pekela & Oude Peke,Commandant,
000401093,Brandweer,Groningen,Nieuwe Pekela,Burgemeester Nieuwe Pekela,
000401100,Brandweer,Groningen,Nieuwe Pekela,Commando,
000401101,Brandweer,Groningen,Nieuwe Pekela,TS-836,
000401102,Brandweer,Groningen,Nieuwe Pekela,TS,
000401103,Brandweer,Groningen,Nieuwe Pekela,HV,
000401104,Brandweer,Groningen,Nieuwe Pekela,HW,
000401105,Brandweer,Groningen,Nieuwe Pekela,Speciale Inzet Voer/Vaartuig,
000401106,Brandweer,Groningen,Nieuwe Pekela,Speciale Inzet Voer/Vaartuig,
000401107,Brandweer,Groningen,Nieuwe Pekela,Speciale Functie Ploeg 1,
000401108,Brandweer,Groningen,Nieuwe Pekela,Speciale Functie Ploeg 2,
000401109,Brandweer,Groningen,Nieuwe Pekela,Speciale Functie Ploeg 3,
000401110,Brandweer,Groningen,Nieuwe Pekela,Meetploeg & WVD,
000401111,Brandweer,Groningen,Nieuwe Pekela,Bevelvoerders Blusploeg 1,
000401112,Brandweer,Groningen,Nieuwe Pekela,Bevelvoerders Blusploeg 2,
000401113,Brandweer,Groningen,Nieuwe Pekela,Bevelvoerders Blusploeg 3,
000401114,Brandweer,Groningen,Nieuwe Pekela,Bevelvoerders Blusploeg 4,
000401115,Brandweer,Groningen,Nieuwe Pekela,Bevelvoerders Blusploeg 5,
000401116,Brandweer,Groningen,Nieuwe Pekela,Chauffeurs Blusploeg 1,
000401117,Brandweer,Groningen,Nieuwe Pekela,Chauffeurs Blusploeg 2,
000401118,Brandweer,Groningen,Nieuwe Pekela,Chauffeurs Blusploeg 3,
000401119,Brandweer,Groningen,Nieuwe Pekela,Chauffeurs Blusploeg 4,
000401120,Brandweer,Groningen,Nieuwe Pekela,Chauffeurs Blusploeg 5,
000401121,Brandweer,Groningen,Nieuwe Pekela,Blusploeg 1 / TS-830,
000401122,Brandweer,Groningen,Nieuwe Pekela,Blusploeg 2,
000401123,Brandweer,Groningen,Nieuwe Pekela,Blusploeg 3,
000401124,Brandweer,Groningen,Nieuwe Pekela,Blusploeg 4,
000401125,Brandweer,Groningen,Nieuwe Pekela,Blusploeg 5,
000401126,Brandweer,Groningen,Nieuwe Pekela,Weekend Ploeg,
000401127,Brandweer,Groningen,Nieuwe Pekela,Dagdienst Ploeg,
000401128,Brandweer,Groningen,Nieuwe Pekela,Kazerne Alarm,
000401129,Brandweer,Groningen,Nieuwe Pekela,Techniek,
000401130,Brandweer,Groningen,Oude Pekela,Commando,
000401131,Brandweer,Groningen,Oude Pekela,TS-839,
000401132,Brandweer,Groningen,Oude Pekela,Blusploeg,
000401133,Brandweer,Groningen,Oude Pekela,HV,
000401134,Brandweer,Groningen,Oude Pekela,Speciale Inzet Voer/Vaartuig,
000401135,Brandweer,Groningen,Oude Pekela,Speciale Inzet Voer/Vaartuig,
000401136,Brandweer,Groningen,Oude Pekela,Speciale Inzet Voer/Vaartuig,
000401137,Brandweer,Groningen,Oude Pekela,Speciale Functie Ploeg 1,
000401138,Brandweer,Groningen,Oude Pekela,Speciale Functie Ploeg 2,
000401139,Brandweer,Groningen,Oude Pekela,Speciale Functie Ploeg 3,
000401140,Brandweer,Groningen,Oude Pekela,Meetploeg & WVD,
000401141,Brandweer,Groningen,Oude Pekela,Bevelvoerders Blusploeg 1,
000401142,Brandweer,Groningen,Oude Pekela,Bevelvoerders Blusploeg 2,
000401143,Brandweer,Groningen,Oude Pekela,Bevelvoerders Blusploeg 3,
000401144,Brandweer,Groningen,Oude Pekela,Bevelvoerders Blusploeg 4,
000401145,Brandweer,Groningen,Oude Pekela,Bevelvoerders Blusploeg 5,
000401146,Brandweer,Groningen,Oude Pekela,Chauffeurs Blusploeg 1,
000401147,Brandweer,Groningen,Oude Pekela,Chauffeurs Blusploeg 2,
000401148,Brandweer,Groningen,Oude Pekela,Chauffeurs Blusploeg 3,
000401149,Brandweer,Groningen,Oude Pekela,Chauffeurs Blusploeg 4,
000401150,Brandweer,Groningen,Oude Pekela,Chauffeurs Blusploeg 5,
000401151,Brandweer,Groningen,Oude Pekela,Blusploeg 1,
000401152,Brandweer,Groningen,Oude Pekela,Blusploeg 2,
000401153,Brandweer,Groningen,Oude Pekela,Blusploeg 3,
000401154,Brandweer,Groningen,Oude Pekela,Blusploeg 4,
000401155,Brandweer,Groningen,Oude Pekela,Blusploeg 5,
000401156,Brandweer,Groningen,Oude Pekela,Weekend Ploeg,
000401157,Brandweer,Groningen,Oude Pekela,Dagdienst Ploeg,
000401158,Brandweer,Groningen,Oude Pekela,Kazerne alarm,
000401159,Brandweer,Groningen,Oude Pekela,Techniek,
000401160,Brandweer,Groningen,Veendam,Korps Alarm,
000401161,Brandweer,Groningen,Veendam,Commandant,
000401171,Brandweer,Groningen,Veendam,TS-833,
000401172,Brandweer,Groningen,Veendam,TS-843,
000401173,Brandweer,Groningen,Veendam,HV 2-873,
000401174,Brandweer,Groningen,Veendam,HW-853,
000401175,Brandweer,Groningen,Veendam,Chauffeurs HA-810,
000401176,Brandweer,Groningen,Veendam,Speciale Inzet,
000401177,Brandweer,Groningen,Veendam,DA-803,
000401180,Brandweer,Groningen,Veendam,Meetploeg & WVD,
000401181,Brandweer,Groningen,Veendam,Bevelvoerders Blusploeg A1,
000401182,Brandweer,Groningen,Veendam,Bevelvoerders Blusploeg A2,
000401183,Brandweer,Groningen,Veendam,Bevelvoerders Blusploeg B1,
000401184,Brandweer,Groningen,Veendam,Bevelvoerders Blusploeg B2,
000401186,Brandweer,Groningen,Veendam,Chauffeurs Blusploeg A1,
000401187,Brandweer,Groningen,Veendam,Chauffeurs Blusploeg A2,
000401188,Brandweer,Groningen,Veendam,Chauffeurs Blusploeg B1,
000401189,Brandweer,Groningen,Veendam,Chauffeurs Blusploeg B2,
000401191,Brandweer,Groningen,Veendam,Blusploeg A1,
000401192,Brandweer,Groningen,Veendam,Blusploeg A2,
000401193,Brandweer,Groningen,Veendam,Blusploeg B1,
000401194,Brandweer,Groningen,Veendam,Blusploeg B2,
000401196,Brandweer,Groningen,Veendam,Weekend Ploeg,
000401197,Brandweer,Groningen,Veendam,Dagdienst Ploeg,
000401198,Brandweer,Groningen,Veendam,Kazerne Alarm,
000401199,Brandweer,Groningen,Veendam,Techniek,
000401200,Brandweer,Groningen,Reiderland,Korps Alarm,
000401201,Brandweer,Groningen,Reiderland,Commandant,
000401203,Brandweer,Groningen,Finsterwolde,Burgemeester Finsterwolde,
000401210,Brandweer,Groningen,Finsterwolde,Commando,
000401211,Brandweer,Groningen,Finsterwolde,TS-846,
000401221,Brandweer,Groningen,Finsterwolde,Bevelvoerders Van Dienst,
000401226,Brandweer,Groningen,Finsterwolde,Chauffeurs,
000401231,Brandweer,Groningen,Finsterwolde,Blusploeg,
000401238,Brandweer,Groningen,Finsterwolde,Kazerne Alarm,
000401239,Brandweer,Groningen,Finsterwolde,Techniek,
000401240,Brandweer,Groningen,Nieuweschans,Commandant,
000401241,Brandweer,Groningen,Nieuweschans,TS-837,
000401251,Brandweer,Groningen,Nieuweschans,Bevelvoerders Van Dienst,
000401256,Brandweer,Groningen,Nieuweschans,Chauffeurs,
000401261,Brandweer,Groningen,Nieuweschans,Blusploeg,
000401268,Brandweer,Groningen,Nieuweschans,Kazerne Alarm,
000401269,Brandweer,Groningen,Nieuweschans,Techniek,
000401270,Brandweer,Groningen,Scheemda,Korps Alarm,
000401271,Brandweer,Groningen,Scheemda,Commandant,
000401273,Brandweer,Groningen,Scheemda,Burgemeester Scheemda,
000401280,Brandweer,Groningen,Scheemda,Commando,
000401281,Brandweer,Groningen,Scheemda,TS-849,
000401291,Brandweer,Groningen,Scheemda,Bevelvoerders Van Dienst,
000401296,Brandweer,Groningen,Scheemda,Chauffeurs,
